name,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021
Shannon Werner,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
David Bond,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Lisa Jones,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Joy Ho,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no
Derrick Fernandez,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no
Lisa Walton,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes
Cristian Oliver,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Kaitlin Henderson,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,no
Kathleen Bell,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
Thomas Scott,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Amber Gibbs,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no
Crystal Klein,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes
Kristy Davis,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no
Anthony Curry,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no
Matthew Gomez,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Lauren Castro,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Robin Stark,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
Caleb Miranda,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no
David Miller,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no
Seth Jensen,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no
Rhonda Stark,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Virginia Davis,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
William Davis,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no
Brian Herrera,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no
Shelly Mcmillan,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no
Nicole Peters,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Dominic Carey,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Andrew Wilson,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no
Tina Hooper,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes
Linda Fernandez,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes
James Webb,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no
Sean Keller,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no
Jeanette Smith,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no
Carla Meyer,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes
Tyler Washington,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes
Tricia Leonard,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes
Tammy Smith,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes
Joe Nelson,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no
Patrick Walker,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no
Frank Torres,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no
James Schneider,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no
Nancy Marshall,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Cynthia Aguirre,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no
Sandra Hall,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Connor Sanchez,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Cynthia Walton,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes
Marissa Moody,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Zachary Green,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no
Tammy Butler,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
Jessica Villarreal,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Maria Jones,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Russell Richardson,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no
Jeremy Jennings,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no
Luis Simmons MD,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no
Ashley Lester,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no
Melissa Martinez,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Jasmine Bradley,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Alexandria Sullivan,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Anna Evans,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes
Scott Peterson,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no
Randall Jimenez,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Paula Archer,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Jamie Harrell,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no
Leslie Dyer,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes
Phillip Cooper DVM,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
Paul Harper,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,yes
Cassie Harrington,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
William Burke,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no
Connie Franco,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Lori Ramirez,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no
Breanna Lee,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Brandon Wilson,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Denise Smith,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes
Tammy Scott,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes
Devin Perry,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no
Michael Hamilton,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
Jeffrey Fuller,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no
Sarah Brown,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes
Joseph Coleman,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Haley Mclaughlin,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Amanda Brown,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Pamela Lopez,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no
Brett King,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Renee Calderon,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes
Ian Ward,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no
Deanna Williams,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes
Daniel Liu,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes
Tracy Castillo,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no
Collin Carlson,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
Spencer Rodriguez,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no
Stephanie Russo,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no
Andrew Perez,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no
Jason Cooper,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,no
Tara Love,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Dana Kent,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no
Anthony Park,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Derek Bryant,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes
Amy Brewer,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Jack Pearson,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no
Pamela Moore,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,yes
Alexandra Jennings,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no
Lori Oliver,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Gregory Lara,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,yes,no
Chelsea Walton,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no
Jessica Shannon,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
Jennifer Oconnor,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no
Alicia Swanson,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no
Scott Scott,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
Amy Deleon,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no
Felicia Smith,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no
Timothy Campbell,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no
Caroline Williams,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no
Peggy Bell,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
Stephanie Anderson,no,no,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes
Kelsey Simmons,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no
Megan Ward,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes
Debbie Mendez,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no
Lisa Jones,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Angela Owen,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
Jennifer Morales,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no
Kimberly Gilbert,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,yes
Alison Owens,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Emily Dixon,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,no
Megan Johnson,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no
Jacob Blake,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no
Joseph Johnson,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes
Jessica Montoya,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no
Theresa Petty,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no
Theresa Griffin,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Sarah Calderon,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
Robert Thomas,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Justin Compton,yes,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no
Veronica Garcia,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no
Gloria Griffin,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no
Michelle Fisher,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Lauren Stephens,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
Tim Maldonado,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no
Jesus Lowe,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no
Joseph Clark,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no
Angela Monroe,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes
Isaiah Patel,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Amanda Steele,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes
Natalie Bean,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no
Joshua Anderson,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no
Jill Young,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no
Susan Rice,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no
Sierra Yates,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no
Jeremy Levine,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no
Tammy Sullivan,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes
Richard Johnson,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Kevin Young,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no
Joanna Bullock,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no
Lynn Sanchez,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Jenna Estrada,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Rose Raymond,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no
Kari Le,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no
Alexander Wolfe,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Margaret Garrett,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no
Timothy Hamilton,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,yes,no
Kathy Miller,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no
Jennifer Page,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Allison Collins,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no
Mary Molina,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes
Jeffrey Walker,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,no
Jane Schultz,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Douglas Hill,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no
Cynthia Holt,yes,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
Todd Tate,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Carla Ward,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no
Monica Decker,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Stephanie Lane,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes
Kelly Gonzales,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no
Stephanie Dudley,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no
Jacqueline Wang,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes
Stacie Brandt,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no
Lisa Fields,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
James Powell,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Carla Walker,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
Danny Trujillo,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Michael Johnson,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no
Kevin Simpson,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,no,yes
Barry Whitaker,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no
Richard Stevens,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no
Michael Murphy,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no
Aaron Adams,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Cassidy Lee,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
Deborah Marquez,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,yes
Adam Glover,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Ashley Watts,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no
Donald Gonzalez,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,no
Michael Landry,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no
Brandon Lee,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Tricia Martin,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no
Danielle Carey,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no
Ashley Hatfield MD,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Kylie Newton,no,no,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
